,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,245.00",AUD,AUST.DOLLAR,"16,563.00","16,344.00",2019-02-16,15
1,"17,175.00",CAD,CANADIAN DOLLAR,"17,561.00","17,331.00",2019-02-16,15
2,"22,754.00",CHF,SWISS FRANCE,"23,252.00","22,914.00",2019-02-16,15
3,,DKK,DANISH KRONE,"3,581.00","3,443.00",2019-02-16,15
4,"25,973.00",EUR,EURO,"26,743.00","26,052.00",2019-02-16,15
5,"29,316.00",GBP,BRITISH POUND,"29,827.00","29,523.00",2019-02-16,15
6,"2,899.00",HKD,HONGKONG DOLLAR,"2,993.00","2,919.00",2019-02-16,15
7,,INR,INDIAN RUPEE,354.00,310.00,2019-02-16,15
8,197.00,JPY,JAPANESE YEN,217.00,198.00,2019-02-16,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-02-16,15
10,,KWD,KUWAITI DINAR,"79,237.00","76,215.00",2019-02-16,15
11,,MYR,MALAYSIAN RINGGIT,"5,749.00","5,646.00",2019-02-16,15
12,,NOK,NORWEGIAN KRONER,"2,737.00","2,624.00",2019-02-16,15
13,,SEK,SWEDISH KRONA,"2,542.00","2,450.00",2019-02-16,15
14,"16,851.00",SGD,SINGAPORE DOLLAR,"17,196.00","16,970.00",2019-02-16,15
15,719.00,THB,THAI BAHT,762.00,719.00,2019-02-16,15
16,"23,140.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,15
0,"16,240.94",AUD,AUST.DOLLAR,"16,547.83","16,344.12",2019-02-16,61
1,"17,170.78",CAD,CANADIAN DOLLAR,"17,546.46","17,331.95",2019-02-16,61
2,"22,749.18",CHF,SWISS FRANCE,"23,236.62","22,914.72",2019-02-16,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-02-16,61
4,,DKK,DANISH KRONE,"3,566.49","3,458.10",2019-02-16,61
5,"25,968.94",EUR,EURO,"26,728.44","26,052.16",2019-02-16,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-02-16,61
7,"29,311.87",GBP,BRITISH POUND,"29,811.66","29,523.68",2019-02-16,61
8,"2,910.00",HKD,HONGKONG DOLLAR,"2,982.48","2,930.54",2019-02-16,61
9,,INR,INDIAN RUPEE,338.67,325.89,2019-02-16,61
10,197.61,JPY,JAPANESE YEN,211.00,204.16,2019-02-16,61
11,19.01,KRW,SOUTH KOREAN WON,21.26,20.02,2019-02-16,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-02-16,61
13,,MYR,MALAYSIAN RINGGIT,"5,734.31","5,661.02",2019-02-16,61
14,,NOK,NORWEGIAN KRONER,"2,722.08","2,639.35",2019-02-16,61
15,,SEK,SWEDISH KRONA,"2,527.34","2,465.28",2019-02-16,61
16,"16,846.44",SGD,SINGAPORE DOLLAR,"17,180.93","16,970.37",2019-02-16,61
17,725.90,THB,THAI BAHT,756.18,725.90,2019-02-16,61
18,"23,120.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,61
0,"16,250.94",AUD,AUST.DOLLAR,"16,575.00","16,363.00",2019-02-16,84
1,"17,180.78",CAD,CANADIAN DOLLAR,"17,563.00","17,312.00",2019-02-16,84
2,"22,754.18",CHF,SWISS FRANCE,"23,274.00","22,907.00",2019-02-16,84
3,,DKK,DANISH KRONE,"3,570.00","3,438.00",2019-02-16,84
4,"25,922.00",EUR,EURO,"26,723.44","26,052.00",2019-02-16,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-02-16,84
6,"29,316.87",GBP,BRITISH POUND,"29,859.00","29,522.00",2019-02-16,84
7,"2,914.00",HKD,HONGKONG DOLLAR,"2,982.00","2,932.00",2019-02-16,84
8,202.61,JPY,JAPANESE YEN,211.42,204.66,2019-02-16,84
9,18.40,KRW,SOUTH KOREAN WON,21.49,19.57,2019-02-16,84
10,,NLG,DUTCH GUILDE,,"33,998.84",2019-02-16,84
11,,NOK,NORWEGIAN KRONER,"2,725.00","2,630.00",2019-02-16,84
12,,SEK,SWEDISH KRONA,"2,535.00","2,448.00",2019-02-16,84
13,"16,871.44",SGD,SINGAPORE DOLLAR,"17,202.00","16,973.00",2019-02-16,84
14,660.00,THB,THAI BAHT,757.00,725.00,2019-02-16,84
15,"23,150.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,84
0,"16,265.94",AUD,AUST.DOLLAR,"16,542.83","16,364.12",2019-02-16,73
1,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-02-16,73
2,"22,774.18",CHF,SWISS FRANCE,"23,231.62","22,934.72",2019-02-16,73
3,,DKK,DANISH KRONE,"3,566.49","3,458.10",2019-02-16,73
4,"25,993.94",EUR,EURO,"26,723.44","26,072.16",2019-02-16,73
5,"29,336.87",GBP,BRITISH POUND,"29,806.66","29,543.68",2019-02-16,73
6,"2,914.00",HKD,HONGKONG DOLLAR,"2,978.48","2,934.54",2019-02-16,73
7,,INR,INDIAN RUPEE,338.67,325.89,2019-02-16,73
8,202.61,JPY,JAPANESE YEN,211.00,204.66,2019-02-16,73
9,19.26,KRW,SOUTH KOREAN WON,21.01,20.27,2019-02-16,73
10,,KWD,KUWAITI DINAR,"79,222.05","76,230.94",2019-02-16,73
11,,MYR,MALAYSIAN RINGGIT,"5,734.31","5,661.02",2019-02-16,73
12,,NOK,NORWEGIAN KRONER,"2,722.08","2,639.35",2019-02-16,73
13,,SEK,SWEDISH KRONA,"2,527.34","2,465.28",2019-02-16,73
14,"16,871.44",SGD,SINGAPORE DOLLAR,"17,175.93","16,990.37",2019-02-16,73
15,725.90,THB,THAI BAHT,756.18,725.90,2019-02-16,73
16,"23,150.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,73
0,"16,255.94",AUD,AUST.DOLLAR,"16,547.83","16,359.12",2019-02-16,105
1,"17,185.78",CAD,CANADIAN DOLLAR,"17,546.46","17,346.95",2019-02-16,105
2,"22,764.18",CHF,SWISS FRANCE,"23,236.62","22,929.72",2019-02-16,105
3,,DKK,DANISH KRONE,"3,566.49","3,458.10",2019-02-16,105
4,"25,983.94",EUR,EURO,"26,728.44","26,067.16",2019-02-16,105
5,"29,326.87",GBP,BRITISH POUND,"29,811.66","29,538.68",2019-02-16,105
6,"2,904.00",HKD,HONGKONG DOLLAR,"2,983.48","2,929.54",2019-02-16,105
7,,INR,INDIAN RUPEE,338.67,325.89,2019-02-16,105
8,200.61,JPY,JAPANESE YEN,213.00,202.66,2019-02-16,105
9,19.26,KRW,SOUTH KOREAN WON,21.01,20.27,2019-02-16,105
10,,KWD,KUWAITI DINAR,"78,809.74","75,832.98",2019-02-16,105
11,,MYR,MALAYSIAN RINGGIT,"5,892.68","5,817.28",2019-02-16,105
12,,NOK,NORWEGIAN KRONER,"2,722.08","2,639.35",2019-02-16,105
13,,SEK,SWEDISH KRONA,"2,527.34","2,465.28",2019-02-16,105
14,"16,861.44",SGD,SINGAPORE DOLLAR,"17,180.93","16,985.37",2019-02-16,105
15,705.90,THB,THAI BAHT,761.18,720.90,2019-02-16,105
16,"23,150.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,105
0,,ATS,SCHILING AUSTRIA,969.13,955.69,2019-02-16,64
1,"16,265.94",AUD,AUST.DOLLAR,"16,542.83","16,364.12",2019-02-16,64
2,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-02-16,64
3,"22,774.18",CHF,SWISS FRANCE,"23,231.62","22,934.72",2019-02-16,64
4,,DKK,DANISH KRONE,"3,566.49","3,458.10",2019-02-16,64
5,"25,993.94",EUR,EURO,"26,723.44","26,072.16",2019-02-16,64
6,"1,990.77",FRF,FRENCH FRANC,"2,033.00","2,004.80",2019-02-16,64
7,"29,336.87",GBP,BRITISH POUND,"29,806.66","29,543.68",2019-02-16,64
8,"2,914.00",HKD,HONGKONG DOLLAR,"2,978.48","2,934.54",2019-02-16,64
9,,INR,INDIAN RUPEE,338.67,325.89,2019-02-16,64
10,202.61,JPY,JAPANESE YEN,211.00,204.66,2019-02-16,64
11,19.26,KRW,SOUTH KOREAN WON,21.01,20.27,2019-02-16,64
12,,KWD,KUWAITI DINAR,"79,222.05","76,230.94",2019-02-16,64
13,,MYR,MALAYSIAN RINGGIT,"5,734.31","5,661.02",2019-02-16,64
14,,NOK,NORWEGIAN KRONER,"2,722.08","2,639.35",2019-02-16,64
15,,SEK,SWEDISH KRONA,"2,527.34","2,465.28",2019-02-16,64
16,"16,871.44",SGD,SINGAPORE DOLLAR,"17,175.93","16,990.37",2019-02-16,64
17,725.90,THB,THAI BAHT,756.18,725.90,2019-02-16,64
18,"23,150.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-16,64
0,"16,165.94",AUD,AUST.DOLLAR,"16,562.83","16,264.12",2019-02-16,89
1,"17,095.78",CAD,CANADIAN DOLLAR,"17,561.46","17,251.95",2019-02-16,89
2,"22,674.18",CHF,SWISS FRANCE,"23,251.62","22,834.72",2019-02-16,89
3,,DKK,DANISH KRONE,"3,566.49","3,408.10",2019-02-16,89
4,"25,893.94",EUR,EURO,"26,743.44","25,972.16",2019-02-16,89
